,song,artist,chord_progression,key
342,Good Riddance Time Of Your Life,Green Day,"['G', 'G', 'C9', 'D']",G
343,Good Riddance Time Of Your Life,Green Day,"['Em', 'D', 'C9', 'G']",G
344,Good Riddance Time Of Your Life,Green Day,"['G', 'G', 'C9', 'D']",G
345,Good Riddance Time Of Your Life,Green Day,"['G', 'C9', 'D']",G
346,Superman Its Not Easy,Five for Fighting,"['C', 'G', 'Am', 'F']",C
347,Superman Its Not Easy,Five for Fighting,"['C', 'G', 'Am', 'F']",C
348,Superman Its Not Easy,Five for Fighting,"['Am', 'F', 'C', 'G']",C
349,Superman Its Not Easy,Five for Fighting,"['Am', 'F', 'C']",C
350,Im Like A Bird,Nelly Furtado,"['G', 'D', 'Am7', 'C']",G
351,Im Like A Bird,Nelly Furtado,"['G', 'Em', 'G', 'D']",G
352,Im Like A Bird,Nelly Furtado,"['G', 'D', 'Am', 'C']",G
353,Im Like A Bird,Nelly Furtado,"['D', 'C']",G
354,Im Like A Bird,Nelly Furtado,"['G', 'D', 'Am7', 'C']",G
355,Go Your Own Way,Fleetwood Mac,"['Dm', 'Bb', 'C', 'Dm', 'Bb', 'C', 'Dm', 'Bb', 'C']",F
356,Go Your Own Way,Fleetwood Mac,"['F', 'C', 'Bb']",F
357,Go Your Own Way,Fleetwood Mac,"['Dm', 'Bb', 'C']",F
358,Go Your Own Way,Fleetwood Mac,"['F', 'F', 'C', 'Bb', 'Bb']",F
359,Go Your Own Way,Fleetwood Mac,"['F', 'C', 'Bb', 'Bb', 'F']",F
360,Go Your Own Way,Fleetwood Mac,"['Dm', 'Bb', 'C']",F
361,Go Your Own Way,Fleetwood Mac,"['F', 'C', 'Bb']",F
362,Easy,Faith No More,"['G', 'Bm', 'Am', 'D']",G
363,Easy,Faith No More,"['G', 'Bm', 'Am', 'D']",G
364,Easy,Faith No More,"['F', 'C', 'Dm']",F
365,Mr Blue Sky,Electric Light Orchestra,"['Dm', 'Bb', 'Gm', 'F', 'Eb', 'Bb']",Bb
366,More Than Words,Extreme,"['G', 'Cadd9', 'Am7', 'C', 'D', 'G']",G
367,Save Tonight,Eagle-Eye Cherry,"['Am', 'F', 'C', 'G']",C
368,Save Tonight,Eagle-Eye Cherry,"['Am', 'F', 'C', 'G']",C
369,Already Gone,Eagles,"['G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C']",G
370,Already Gone,Eagles,"['C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F']",C
371,Already Gone,Eagles,"['G', 'D', 'C', 'C/F#']",G
372,Already Gone,Eagles,"['G', 'D', 'C', 'C/F#', 'G', 'D', 'C']",G
373,Already Gone,Eagles,"['G', 'D', 'C', 'G', 'D', 'C', 'C/F#']",G
374,Already Gone,Eagles,"['G', 'D', 'C']",G
375,Already Gone,Eagles,"['C', 'G', 'F']",C
376,Already Gone,Eagles,"['G', 'D', 'C', 'C/F#']",G
377,Already Gone,Eagles,"['G', 'D', 'C']",G
378,Already Gone,Eagles,"['C', 'G', 'F']",C
379,Best Of My Love,Eagles,"['C', 'C', 'Em', 'Dm', 'Em', 'C', 'Dm', 'C', 'G7']",C
380,New Kid In Town,Eagles,"['E', 'E', 'Bsus2', 'B', 'Bsus2', 'B', 'A', 'B', 'E']",E
381,New Kid In Town,Eagles,"['E', 'E', 'Bsus2', 'B', 'Bsus2', 'B', 'A', 'B']",E
382,New Kid In Town,Eagles,"['G', 'Am7', 'D', 'Am7', 'D', 'C', 'D', 'G']",G
383,New Kid In Town,Eagles,"['E', 'G#m7', 'A', 'B']",E
384,New Kid In Town,Eagles,"['C#m', 'E', 'E', 'C#m']",A
385,New Kid In Town,Eagles,"['A', 'E', 'B']",E
386,One Of These Nights,Eagles,"['Cmaj7', 'Gmaj7', 'Cmaj7', 'Gmaj7', 'Cmaj7', 'Gmaj7', 'Cmaj7', 'Gmaj7', 'Cmaj7', 'Gmaj7']",Ab
387,One Of These Nights,Eagles,"['Cmaj7', 'Gmaj7']",Ab
388,One Of These Nights,Eagles,"['Cmaj7', 'Gmaj7', 'Cmaj7', 'Gmaj7', 'Cmaj7', 'Gmaj7']",Ab
389,One Of These Nights,Eagles,"['Cmaj7', 'Gmaj7']",Ab
390,Peaceful Easy Feeling,Eagles,"['A7', 'D', 'Em', 'G']",D
391,Peaceful Easy Feeling,Eagles,"['D', 'G', 'D', 'G', 'D', 'G', 'A7']",D
392,Peaceful Easy Feeling,Eagles,"['D', 'Dsus4']",D
393,Peaceful Easy Feeling,Eagles,"['A7', 'D', 'Em', 'G']",D
394,Take It Easy,Eagles,"['G', 'C', 'C', 'G']",G
395,Take It Easy,Eagles,"['G', 'D', 'C']",G
396,Take It Easy,Eagles,"['G', 'C', 'C']",G
397,Take It To The Limit,Eagles,"['F', 'G', 'F', 'G', 'C']",C
398,Love Will Keep Us Alive,Eagles,"['Asus2', 'F#m', 'D', 'E', 'Asus2', 'F#m', 'D', 'E', 'Asus2']",A
399,Love Will Keep Us Alive,Eagles,"['Asus2', 'F#m', 'D', 'E']",A
400,Love Will Keep Us Alive,Eagles,"['Asus2', 'F#m', 'D', 'E', 'Asus2']",A
401,Love Will Keep Us Alive,Eagles,"['Asus2', 'F#m', 'D', 'E']",A
402,Take It Easy,Eagles,"['C', 'G']",C
403,Take It Easy,Eagles,"['G', 'D', 'C']",G
404,Take It Easy,Eagles,"['C', 'G', 'G7']",C
405,Thank You,Dido,"['Am', 'F', 'Am', 'F', 'Am', 'F', 'G', 'C', 'Em', 'Am']",C
406,Thank You,Dido,"['C', 'F', 'C', 'F', 'C', 'F', 'Em', 'Dm']",C
407,Thank You,Dido,"['C', 'F', 'Em', 'Dm', 'C', 'F', 'C', 'F']",C
408,Thank You,Dido,"['Am', 'F', 'G', 'C', 'Em', 'Am']",C
409,Thank You,Dido,"['C', 'F', 'C']",C
410,Blowin In The Wind,Bob Dylan,"['G', 'C', 'D', 'G', 'C', 'D', 'G', 'C']",G
411,Blowin In The Wind,Bob Dylan,"['G', 'G', 'C', 'D', 'G', 'C']",G
412,Blowin In The Wind,Bob Dylan,"['G', 'C', 'D', 'G', 'C']",G
413,Blowin In The Wind,Bob Dylan,"['G', 'C', 'D']",G
414,Blowin In The Wind,Bob Dylan,"['G', 'C', 'D', 'G', 'C', 'D', 'G', 'C', 'D']",G
415,Blowin In The Wind,Bob Dylan,"['G', 'C', 'D']",G
416,Blowin In The Wind,Bob Dylan,"['C', 'D', 'G', 'C', 'D']",G
417,Blowin In The Wind,Bob Dylan,"['G', 'C', 'D', 'G']",G
418,Blowin In The Wind,Bob Dylan,"['G', 'C', 'D']",G
419,Blowin In The Wind,Bob Dylan,"['C', 'D', 'G']",G
420,Dont Think Twice Its All Right,Bob Dylan,"['G', 'D', 'Em', 'C', 'G', 'D', 'G', 'D']",G
421,Hurricane,Bob Dylan,"['Am', 'F', 'Am', 'F', 'Am', 'F']",C
422,Hurricane,Bob Dylan,"['Am', 'F']",C
423,I Shall Be Released,Bob Dylan,"['A', 'Bm', 'C#m', 'D', 'E', 'A']",A
424,I Shall Be Released,Bob Dylan,"['A', 'A', 'Bm', 'C#m', 'D', 'E']",A
425,I Shall Be Released,Bob Dylan,"['A', 'A', 'Bm', 'C#m', 'D']",A
426,I Want You,Bob Dylan,"['Dm', 'C', 'F', 'Am']",C
427,It Aint Me Babe,Bob Dylan,"['G', 'C', 'G', 'D', 'G']",G
428,It Aint Me Babe,Bob Dylan,"['D', 'G', 'G', 'C', 'G']",G
429,It Aint Me Babe,Bob Dylan,"['Bm', 'Am']",C
430,It Aint Me Babe,Bob Dylan,"['C', 'D', 'G']",G
431,Its All Over Now Baby Blue,Bob Dylan,"['G', 'F', 'C']",C
432,Its All Over Now Baby Blue,Bob Dylan,"['F', 'C', 'Dm']",F
433,Its All Over Now Baby Blue,Bob Dylan,"['F', 'C', 'G']",C
434,My Heart Will Go On,Celine Dion,"['E', 'B', 'A', 'E', 'B', 'E', 'B', 'A']",E
435,My Heart Will Go On,Celine Dion,"['B', 'A', 'C#m', 'B', 'A', 'B', 'C#m']",E
436,My Heart Will Go On,Celine Dion,"['Fm', 'Eb', 'Db', 'Eb', 'Fm', 'Eb', 'Db']",Ab
437,My Heart Will Go On,Celine Dion,"['B', 'E', 'B', 'A', 'E']",E
438,My Heart Will Go On,Celine Dion,"['C#m', 'B', 'A', 'B']",E
439,My Heart Will Go On,Celine Dion,"['Fm', 'Eb', 'Db', 'Eb']",Ab
440,My Heart Will Go On,Celine Dion,"['E', 'B', 'A']",E
441,My Heart Will Go On,Celine Dion,"['C#m', 'B', 'A']",E
442,My Heart Will Go On,Celine Dion,"['Fm', 'Eb', 'Db']",Ab
443,My Heart Will Go On,Celine Dion,"['Eb', 'Db', 'Ab']",Ab
444,Two Steps Behind,Def Leppard,"['G', 'D', 'Asus2', 'D']",D
445,Two Steps Behind,Def Leppard,"['D', 'G', 'D', 'Asus2']",D
446,Two Steps Behind,Def Leppard,"['D', 'Asus2', 'D', 'E']",A
447,Two Steps Behind,Def Leppard,"['Asus2', 'D', 'E', 'D']",A
448,Two Steps Behind,Def Leppard,"['G', 'D', 'Asus2', 'D']",D
449,Soldier Of Fortune,Deep Purple,"['Gm', 'F', 'Bb', 'Eb', 'Cm', 'Dm', 'Gm']",Bb
450,Soldier Of Fortune,Deep Purple,"['Gm', 'F', 'Gm', 'Dm']",Bb
451,Brothers In Arms,Dire Straits,"['F#sus4', 'F#', 'G#m', 'E']",B
452,Brothers In Arms,Dire Straits,"['E', 'G#m', 'E', 'C#m']",E
453,Brothers In Arms,Dire Straits,"['G#m', 'E', 'C#m']",A
454,Walk Of Life,Dire Straits,"['E', 'A', 'B', 'A', 'B7']",E
455,Walk Of Life,Dire Straits,"['E', 'B', 'A', 'B', 'A', 'B7']",E
456,Walk Of Life,Dire Straits,"['A', 'B', 'A', 'B7', 'E']",E
457,Walk Of Life,Dire Straits,"['E', 'A', 'B', 'A', 'B7']",E
458,74-75,The Connells,"['F', 'Am', 'C', 'G', 'Am', 'C', 'G']",C
459,74-75,The Connells,"['F', 'C', 'G', 'F', 'C']",C
460,74-75,The Connells,"['Am', 'C', 'G', 'F']",C
461,74-75,The Connells,"['F', 'C', 'G']",C
462,74-75,The Connells,"['F', 'C', 'Am']",F
463,74-75,The Connells,"['Am', 'C', 'G']",C
464,74-75,The Connells,"['C', 'G', 'Am']",C
465,In The Air Tonight,Phil Collins,"['Dm', 'C', 'Bb', 'C']",F
466,In The Air Tonight,Phil Collins,"['Dm', 'C', 'Bb', 'C']",F
467,In The Air Tonight,Phil Collins,"['Dm', 'Dm', 'C', 'Bb']",F
468,A Boy Named Sue,Johnny Cash,"['G', 'G', 'C', 'D', 'G', 'G', 'C', 'D', 'G']",G
469,A Boy Named Sue,Johnny Cash,"['G', 'G', 'C', 'D']",G
470,A Boy Named Sue,Johnny Cash,"['G', 'G', 'C', 'D', 'G']",G
471,A Boy Named Sue,Johnny Cash,"['G', 'G', 'C', 'D']",G
472,I Walk The Line,Johnny Cash,"['A', 'D', 'A', 'E', 'A', 'E']",A
473,I Walk The Line,Johnny Cash,"['E', 'B', 'E', 'A']",E
474,I Walk The Line,Johnny Cash,"['A', 'E', 'A', 'D']",A
475,Fortunate Son,Creedence Clearwater Revival,"['C', 'G', 'G', 'D']",G
476,Fortunate Son,Creedence Clearwater Revival,"['G', 'F', 'C', 'G']",C
477,Fortunate Son,Creedence Clearwater Revival,"['C', 'G', 'G', 'D']",G
478,Fortunate Son,Creedence Clearwater Revival,"['C', 'G', 'G', 'F']",C
479,Lookin Out My Back Door,Creedence Clearwater Revival,"['G', 'Em', 'C', 'G', 'D', 'G']",G
480,Lookin Out My Back Door,Creedence Clearwater Revival,"['G', 'Em', 'C', 'G', 'D']",G
481,Lookin Out My Back Door,Creedence Clearwater Revival,"['E', 'A', 'F#m', 'D', 'A']",A
482,Lookin Out My Back Door,Creedence Clearwater Revival,"['D', 'A', 'E', 'A']",A
483,Bad Moon Rising,Creedence Clearwater Revival,"['D', 'D', 'A', 'G']",D
484,Bad Moon Rising,Creedence Clearwater Revival,"['D', 'A', 'G', 'D']",D
485,Bad Moon Rising,Creedence Clearwater Revival,"['D', 'A', 'G', 'D', 'D']",D
486,Bad Moon Rising,Creedence Clearwater Revival,"['D', 'D', 'A', 'G', 'D']",D
487,Bad Moon Rising,Creedence Clearwater Revival,"['D', 'A', 'G', 'D', 'G']",D
488,Bad Moon Rising,Creedence Clearwater Revival,"['D', 'D', 'A', 'G']",D
489,Bad Moon Rising,Creedence Clearwater Revival,"['D', 'A', 'G', 'D']",D
490,Mr Jones,Counting Crows,"['G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F']",C
491,Mr Jones,Counting Crows,"['Am', 'F', 'Dm', 'G', 'Am', 'F', 'G']",C
492,Mr Jones,Counting Crows,"['G', 'C', 'F', 'G', 'C', 'F', 'G']",C
493,Mr Jones,Counting Crows,"['F', 'G', 'Am', 'F', 'Dm', 'G', 'Am']",C
494,Mr Jones,Counting Crows,"['F', 'G', 'C']",C
495,Mr Jones,Counting Crows,"['G', 'C', 'F']",C
496,Mr Jones,Counting Crows,"['G', 'C', 'F', 'G']",C
497,Mr Jones,Counting Crows,"['Am', 'G', 'Am', 'F']",C
498,Mr Jones,Counting Crows,"['G', 'Am', 'F']",C
499,Mr Jones,Counting Crows,"['F', 'G', 'C']",C
500,Mr Jones,Counting Crows,"['G', 'C', 'F']",C
501,Runaway,The Corrs,"['Em', 'A', 'D', 'Em', 'G', 'A', 'Bm']",D
502,Runaway,The Corrs,"['D', 'Em', 'G']",D
503,Runaway,The Corrs,"['G', 'D', 'Em']",G
504,Runaway,The Corrs,"['Bm', 'G', 'Em', 'A']",D
505,Runaway,The Corrs,"['Em', 'G', 'A', 'Bm']",D
506,Runaway,The Corrs,"['A', 'Bm', 'G', 'Em']",D
507,Runaway,The Corrs,"['D', 'Em', 'G']",D
508,Runaway,The Corrs,"['G', 'D', 'Em']",G
509,My Sacrifice,Creed,"['G', 'D', 'A/C#', 'Bm', 'G', 'D', 'A/C#', 'Bm', 'G']",D
510,My Sacrifice,Creed,"['G', 'D', 'A/C#', 'Bm', 'G', 'D']",D
511,My Sacrifice,Creed,"['G', 'D', 'A/C#', 'Bm', 'G']",D
512,My Sacrifice,Creed,"['G', 'D', 'A/C#', 'Bm']",D
513,My Sacrifice,Creed,"['D', 'Bm', 'G']",D
514,My Sacrifice,Creed,"['Bm', 'G', 'D']",G
515,Trouble,Coldplay,"['G', 'Em', 'Bm']",G
516,Trouble,Coldplay,"['G', 'Em', 'Bm', 'F', 'Am']",C
517,Trouble,Coldplay,"['A', 'Em']",D
518,Trouble,Coldplay,"['G', 'Em', 'Bm']",G
519,Trouble,Coldplay,"['Em', 'F#m7', 'F#m']",G
520,Yellow,Coldplay,"['B', 'B', 'F#', 'E']",B
521,Yellow,Coldplay,"['B', 'F#', 'E']",B
522,Yellow,Coldplay,"['E', 'G#m', 'F#']",B
523,Everywhere,Michelle Branch,"['G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C']",C
524,Everywhere,Michelle Branch,"['G', 'F', 'C', 'G']",C
525,Everywhere,Michelle Branch,"['G', 'F', 'C']",C
526,Everywhere,Michelle Branch,"['F', 'C', 'G']",C
527,Everywhere,Michelle Branch,"['Am', 'C', 'G', 'G']",C
528,Everywhere,Michelle Branch,"['G', 'Am', 'C', 'G']",G
529,Everywhere,Michelle Branch,"['G', 'F', 'C', 'G']",C
530,Everywhere,Michelle Branch,"['G', 'F', 'C']",C
531,Everywhere,Michelle Branch,"['F', 'C', 'G']",C
532,Wouldnt It Be Nice,The Beach Boys,"['F', 'Bb', 'Gm7', 'C7']",F
533,Wouldnt It Be Nice,The Beach Boys,"['Gm7', 'C7', 'F', 'Bb']",F
534,I Started A Joke,Bee Gees,"['D', 'G', 'Bm', 'C']",G
535,I Started A Joke,Bee Gees,"['C', 'D', 'G', 'Bm', 'C']",G
536,I Started A Joke,Bee Gees,"['D', 'G', 'Bm', 'C']",G
537,Massachusetts,Bee Gees,"['G', 'G', 'Am', 'C', 'G', 'Am', 'C']",G
538,Massachusetts,Bee Gees,"['G', 'G', 'Am', 'C']",G
539,Massachusetts,Bee Gees,"['G', 'Am', 'C', 'G']",G
540,Massachusetts,Bee Gees,"['G', 'Am', 'C']",G
541,To Love Somebody,Bee Gees,"['A', 'E', 'D', 'A', 'E', 'A', 'A', 'E', 'D']",A
542,To Love Somebody,Bee Gees,"['A', 'A', 'G', 'D', 'A', 'A']",D
543,To Love Somebody,Bee Gees,"['A', 'E', 'D']",A
544,Words,Bee Gees,"['G', 'D7']",G
545,Ziggy Stardust,David Bowie,"['Am', 'G', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G']",C
546,Ziggy Stardust,David Bowie,"['G', 'Bm', 'C', 'D', 'G', 'Em', 'Am', 'C']",G
547,Ziggy Stardust,David Bowie,"['F', 'F', 'F']",F
548,A Day In The Life,The Beatles,"['Em', 'C', 'F']",C
549,Dear Prudence,The Beatles,"['D', 'D/Bb', 'D', 'D/Bb', 'D', 'D/Bb']",D
550,Dear Prudence,The Beatles,"['D', 'D/Bb']",D
551,Dear Prudence,The Beatles,"['Dsus4', 'D']",D
552,Dont Let Me Down,The Beatles,"['E', 'Esus4', 'E', 'F#m']",E
553,Dont Let Me Down,The Beatles,"['E', 'F#m', 'F#m7']",E
554,For No One,The Beatles,"['C', 'Am', 'F', 'Bb', 'C']",F
555,Happiness Is A Warm Gun,The Beatles,"['G7', 'C', 'Am', 'F']",C
556,Happiness Is A Warm Gun,The Beatles,"['Am7', 'Am6', 'Emadd9', 'Em']",C
557,Happiness Is A Warm Gun,The Beatles,"['Dm', 'Am']",C
558,Happiness Is A Warm Gun,The Beatles,"['G7', 'C', 'Am', 'F']",C
559,Happiness Is A Warm Gun,The Beatles,"['C', 'Am', 'F', 'G7']",C
560,Help,The Beatles,"['A', 'C#m', 'F#m', 'D', 'G']",D
561,Here There And Everywhere,The Beatles,"['G', 'Am', 'Bm', 'C']",G
562,Hey Jude,The Beatles,"['F', 'C', 'C7', 'C7sus4', 'C7', 'F', 'Bb', 'F', 'C', 'F']",F
563,Hey Jude,The Beatles,"['F', 'F', 'Eb', 'Bb']",Bb
564,If I Fell,The Beatles,"['A', 'D', 'Em', 'F#m', 'Em7']",D
565,If I Fell,The Beatles,"['D', 'Em', 'F#m', 'Em7', 'A']",D
566,Octopuss Garden,The Beatles,"['C#m', 'A', 'B', 'E', 'C#m', 'A', 'B']",E
567,Octopuss Garden,The Beatles,"['E', 'C#m', 'A', 'B', 'E']",E
568,Octopuss Garden,The Beatles,"['A', 'B', 'E', 'C#m']",E
569,Octopuss Garden,The Beatles,"['C#m', 'A', 'B', 'E']",E
570,Octopuss Garden,The Beatles,"['E', 'C#m', 'A', 'B']",E
571,Octopuss Garden,The Beatles,"['E', 'A', 'F#m', 'D']",A
572,Octopuss Garden,The Beatles,"['C#m', 'A', 'B']",E
573,She Loves You,The Beatles,"['G', 'Em', 'Bm', 'D']",G
574,She Loves You,The Beatles,"['D', 'G', 'Em', 'Bm']",D
575,This Boy,The Beatles,"['D', 'Bm', 'Em', 'A']",D
576,This Boy,The Beatles,"['D', 'Bm', 'Em', 'A']",D
577,This Boy,The Beatles,"['D', 'Bm', 'Em', 'A7']",D
578,This Boy,The Beatles,"['A', 'D', 'Bm', 'Em']",D
579,This Boy,The Beatles,"['Bm', 'Em', 'A', 'D']",D
580,This Boy,The Beatles,"['Bm', 'Em', 'A']",D
581,We Can Work It Out,The Beatles,"['D', 'Dsus4', 'D', 'D', 'Dsus4', 'C', 'D']",G
582,We Can Work It Out,The Beatles,"['D', 'D', 'Dsus4']",D
583,Youve Got To Hide Your Love Away,The Beatles,"['D', 'G', 'C', 'Dsus4', 'D', 'Dsus2']",G
584,All You Need Is Love,The Beatles,"['G', 'D/F#', 'Em', 'G', 'D/F#', 'Em', 'G', 'D/F#']",G
585,All You Need Is Love,The Beatles,"['G', 'D/F#', 'Em', 'G', 'D/F#']",G
586,All You Need Is Love,The Beatles,"['G', 'D/F#', 'Em']",G
587,All You Need Is Love,The Beatles,"['D', 'G', 'Asus4']",D
588,All You Need Is Love,The Beatles,"['G', 'Asus4', 'D']",D
589,All You Need Is Love,The Beatles,"['G', 'G', 'G']",G
590,Golden Slumbers,The Beatles,"['C', 'C', 'Fadd9']",C
591,I Will,The Beatles,"['C7', 'F', 'Dm7', 'Gm7']",F
592,Ive Just Seen A Face,The Beatles,"['G', 'G', 'Em', 'C', 'D', 'G', 'D', 'C', 'G', 'C']",G
593,Ive Just Seen A Face,The Beatles,"['G', 'Em', 'C', 'D', 'G']",G
594,Ive Just Seen A Face,The Beatles,"['G', 'D', 'C', 'G', 'C']",G
595,Let It Be,The Beatles,"['C', 'G', 'F', 'Dm7', 'C', 'Am', 'G', 'F', 'C']",C
596,Let It Be,The Beatles,"['F', 'Dm7', 'C']",F
597,Love Me Do,The Beatles,"['G', 'C', 'G', 'C', 'G']",G
598,Love Me Do,The Beatles,"['C', 'G']",C
599,Love Me Do,The Beatles,"['G', 'C', 'G']",G
600,Love Me Do,The Beatles,"['D', 'C', 'G']",G
601,Love Me Do,The Beatles,"['C', 'G', 'D']",G
602,Love Me Do,The Beatles,"['C', 'G', 'G']",C
603,While My Guitar Gently Weeps,The Beatles,"['E', 'A', 'C#m', 'F#m', 'C#m', 'Bm', 'E', 'Esus4']",A
604,Always,Bon Jovi,"['E', 'B', 'C#m', 'B', 'A']",E
605,Always,Bon Jovi,"['B', 'E', 'B', 'A', 'C#m']",E
606,Always,Bon Jovi,"['E', 'B', 'C#m', 'B', 'A']",E
607,Always,Bon Jovi,"['A', 'C#m', 'B', 'A']",E
608,Always,Bon Jovi,"['A', 'B']",E
609,Always,Bon Jovi,"['D', 'G', 'A']",D
610,Shape Of My Heart,Backstreet Boys,"['Dsus4', 'D', 'Dsus4', 'D', 'A6', 'A', 'G']",D
611,Shape Of My Heart,Backstreet Boys,"['A', 'G', 'Dsus4', 'D', 'Dsus4', 'D', 'A6']",D
612,Shape Of My Heart,Backstreet Boys,"['Bm', 'A', 'D', 'G']",D
613,I Want It That Way,Backstreet Boys,"['G', 'Em', 'C']",G
614,I Want It That Way,Backstreet Boys,"['C', 'D', 'Em']",G
615,I Want It That Way,Backstreet Boys,"['D', 'G', 'Em']",D
616,I Want It That Way,Backstreet Boys,"['Dsus2', 'E', 'F#m']",A
617,I Want It That Way,Backstreet Boys,"['F#m', 'D', 'A']",D
618,I Want It That Way,Backstreet Boys,"['F#m', 'A', 'D', 'E']",A
619,I Want It That Way,Backstreet Boys,"['F#m', 'D', 'A']",D
620,I Want It That Way,Backstreet Boys,"['A', 'F#m', 'D']",A
621,I Want It That Way,Backstreet Boys,"['D', 'E', 'F#m']",A
622,I Want It That Way,Backstreet Boys,"['E', 'A', 'F#m']",E
623,I Want It That Way,Backstreet Boys,"['E', 'F#', 'G#m']",B
624,I Want It That Way,Backstreet Boys,"['F#', 'B', 'G#m']",F#
625,Coffee And Tv,Blur,"['C#m', 'C#m', 'E', 'C#m', 'C#m', 'E', 'A']",A
626,Coffee And Tv,Blur,"['C#m', 'C#m', 'E']",A
627,Forever Young,Alphaville,"['C', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'C']",C
628,Forever Young,Alphaville,"['C', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G']",C
629,Forever Young,Alphaville,"['G', 'Am', 'F']",C
630,Sos,ABBA,"['F', 'C', 'Gm', 'Bb', 'F', 'Fsus4', 'F', 'Fsus4']",F
631,The Winner Takes It All,ABBA,"['D', 'G', 'D/F#']",D
632,Everything I Do I Do It For You,Bryan Adams,"['C', 'G', 'F', 'G']",C
633,Please Forgive Me,Bryan Adams,"['E', 'A', 'F#m', 'A', 'D']",A
634,Please Forgive Me,Bryan Adams,"['E', 'F#m', 'D', 'F#m']",A
635,Please Forgive Me,Bryan Adams,"['A', 'D', 'E', 'D']",A
636,Please Forgive Me,Bryan Adams,"['B', 'F#', 'E']",B
637,Summer Of 69,Bryan Adams,"['A', 'D', 'A', 'D', 'A', 'D']",A
638,Summer Of 69,Bryan Adams,"['A', 'D']",A
639,Summer Of 69,Bryan Adams,"['Bm', 'A', 'D', 'G']",D
640,Summer Of 69,Bryan Adams,"['D', 'A']",D
641,House Of The Rising Sun,The Animals,"['Am', 'Dm']",C
642,Crazy,Aerosmith,"['A', 'D', 'F#m', 'D']",A
643,Crazy,Aerosmith,"['F#m', 'E', 'D']",A
644,Cryin,Aerosmith,"['D', 'A', 'E', 'D', 'A', 'E', 'C#m']",A
645,Cryin,Aerosmith,"['D', 'A', 'E']",A
646,Dream On,Aerosmith,"['Fm', 'Fm7', 'Fm6', 'Bbm6']",Db
647,Dream On,Aerosmith,"['Fm', 'Fm7', 'Fm6', 'Bbm6']",Db
648,Dream On,Aerosmith,"['Fm', 'Eb', 'Db', 'Eb']",Ab
649,Back In Black,AC/DC,"['E', 'D', 'A/C#']",A
650,Back In Black,AC/DC,"['A', 'E', 'B', 'A', 'B', 'A']",E
651,Back In Black,AC/DC,"['A', 'A', 'E', 'B', 'A', 'B']",E
652,Back In Black,AC/DC,"['A', 'E', 'B', 'A', 'B']",E
653,Back In Black,AC/DC,"['G', 'D', 'A', 'G', 'A']",D
654,Back In Black,AC/DC,"['E', 'D', 'A/C#']",A
655,Every Breath You Take,The Police,"['Emadd9', 'Csus2', 'Dsus2', 'Emadd9']",G
656,Macys Day Parade,Green Day,"['F', 'G', 'C', 'G', 'Am', 'G']",C
657,Macys Day Parade,Green Day,"['C', 'C', 'Am', 'F', 'G']",C
658,Macys Day Parade,Green Day,"['F', 'G', 'C', 'C', 'Am']",C
659,Macys Day Parade,Green Day,"['F', 'G', 'C']",C
660,Brian Wilson,Barenaked Ladies,"['Am', 'Em7']",C
661,Brian Wilson,Barenaked Ladies,"['G', 'D', 'Am7', 'G', 'D', 'Bm7', 'Am7']",G
662,Brian Wilson,Barenaked Ladies,"['Am', 'Em7', 'Am', 'Em7', 'Am', 'Em7']",C
663,Brian Wilson,Barenaked Ladies,"['Am', 'Em7']",C
664,Brian Wilson,Barenaked Ladies,"['Am7', 'G', 'D']",G
665,Heaven,Bryan Adams,"['G', 'F', 'G', 'Am', 'C', 'F', 'F', 'G', 'Am']",C
666,Learning To Fly,Tom Petty and The Heartbreakers,"['F', 'C', 'Am', 'G']",C
667,Learning To Fly,Tom Petty and The Heartbreakers,"['F', 'C', 'Am', 'G']",C
668,Never Tear Us Apart,INXS,"['C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'G']",C
669,Never Tear Us Apart,INXS,"['Dm', 'F', 'Am', 'F']",C
670,Never Tear Us Apart,INXS,"['F', 'C']",F
671,Never Tear Us Apart,INXS,"['Am', 'F', 'Dm', 'F']",C
672,Never Tear Us Apart,INXS,"['C', 'F']",C
673,My Heart Will Go On,Celine Dion,"['C#m', 'B', 'A', 'B']",E
674,My Heart Will Go On,Celine Dion,"['Fm', 'Eb', 'Db', 'Eb']",Ab
675,My Heart Will Go On,Celine Dion,"['Ab', 'Eb/Ab', 'Db', 'Eb/Ab']",Ab
676,My Heart Will Go On,Celine Dion,"['C#m', 'B', 'A']",E
677,My Heart Will Go On,Celine Dion,"['Fm', 'Eb', 'Db']",Ab
678,Angel,Sarah McLachlan,"['Dm7', 'F', 'C', 'F', 'G']",C
679,Angel,Sarah McLachlan,"['Dm7', 'F', 'C', 'F', 'G']",C
680,Were Going To Be Friends,The White Stripes,"['G', 'G', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G']",G
681,Were Going To Be Friends,The White Stripes,"['C', 'G', 'D']",G
